transaction_id,item
19,"(18, '8')"
19,"(7, '8')"
19,"(12, '8')"
19,"(10, '8')"
19,"(10, '8')"
19,"(23, '8')"
19,"(18, '8')"
19,"(10, '8')"
19,"(5, '8')"
19,"(23, '8')"
19,"(10, '8')"
19,"(18, '8')"
19,"(23, '8')"
19,"(16, '8')"
19,"(10, '8')"
19,"(10, '8')"
19,"(27, '8')"
19,"(16, '8')"
19,"(10, '8')"
19,"(18, '8')"
19,"(10, '8')"
19,"(16, '8')"
19,"(23, '8')"
19,"(10, '8')"
19,"(10, '8')"
19,"(18, '8')"
19,"(18, '8')"
19,"(10, '8')"
19,"(10, '8')"
19,"(10, '8')"
19,"(26, '8')"
19,"(23, '8')"
19,"(23, '8')"
19,"(23, '8')"
19,"(10, '8')"
19,"(10, '8')"
19,"(12, '8')"
19,"(12, '8')"
19,"(12, '8')"
19,"(12, '8')"
19,"(12, '8')"
19,"(10, '8')"
19,"(16, '9')"
19,"(23, '9')"
19,"(23, '9')"
19,"(23, '9')"
19,"(7, '9')"
19,"(5, '9')"
19,"(5, '9')"
19,"(18, '9')"
19,"(16, '9')"
19,"(12, '9')"
19,"(16, '9')"
19,"(7, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(12, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(25, '9')"
19,"(8, '9')"
19,"(27, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(23, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(18, '9')"
19,"(16, '9')"
19,"(18, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(23, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(19, '9')"
19,"(10, '9')"
19,"(5, '9')"
19,"(5, '9')"
19,"(5, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(23, '9')"
19,"(5, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(12, '9')"
19,"(18, '9')"
19,"(25, '9')"
19,"(25, '9')"
19,"(18, '9')"
19,"(12, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(12, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(12, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(5, '9')"
19,"(12, '9')"
19,"(29, '9')"
19,"(16, '9')"
19,"(5, '9')"
19,"(5, '9')"
19,"(5, '9')"
19,"(16, '9')"
19,"(23, '9')"
19,"(23, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(10, '9')"
19,"(12, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(12, '9')"
19,"(23, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(12, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(23, '9')"
19,"(23, '9')"
19,"(23, '9')"
19,"(10, '9')"
19,"(19, '9')"
19,"(10, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(16, '9')"
19,"(18, '9')"
19,"(32, '9')"
19,"(16, '9')"
19,"(10, '9')"
19,"(16, '9')"
19,"(16, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(27, '10')"
19,"(23, '10')"
19,"(18, '10')"
19,"(5, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(8, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(19, '10')"
19,"(23, '10')"
19,"(16, '10')"
19,"(5, '10')"
19,"(7, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(18, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(12, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(10, '10')"
19,"(18, '10')"
19,"(10, '10')"
19,"(12, '10')"
19,"(19, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(12, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(18, '10')"
19,"(10, '10')"
19,"(18, '10')"
19,"(18, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(18, '10')"
19,"(5, '10')"
19,"(23, '10')"
19,"(25, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(23, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(12, '10')"
19,"(10, '10')"
19,"(23, '10')"
19,"(16, '10')"
19,"(5, '10')"
19,"(18, '10')"
19,"(18, '10')"
19,"(18, '10')"
19,"(12, '10')"
19,"(25, '10')"
19,"(12, '10')"
19,"(23, '10')"
19,"(10, '10')"
19,"(29, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(12, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(23, '10')"
19,"(23, '10')"
19,"(23, '10')"
19,"(10, '10')"
19,"(18, '10')"
19,"(23, '10')"
19,"(23, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(23, '10')"
19,"(10, '10')"
19,"(12, '10')"
19,"(18, '10')"
19,"(32, '10')"
19,"(16, '10')"
19,"(27, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(23, '10')"
19,"(23, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(5, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(23, '10')"
19,"(27, '10')"
19,"(10, '10')"
19,"(27, '10')"
19,"(10, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(5, '10')"
19,"(16, '10')"
19,"(18, '10')"
19,"(16, '10')"
19,"(23, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(10, '10')"
19,"(23, '10')"
19,"(16, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(12, '10')"
19,"(10, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
19,"(16, '10')"
20,"(12, '11')"
20,"(10, '11')"
20,"(23, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(23, '11')"
20,"(12, '11')"
20,"(5, '11')"
20,"(10, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(13, '11')"
20,"(16, '11')"
20,"(27, '11')"
20,"(12, '11')"
20,"(25, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(12, '11')"
20,"(16, '11')"
20,"(18, '11')"
20,"(10, '11')"
20,"(16, '11')"
20,"(32, '11')"
20,"(23, '11')"
20,"(18, '11')"
20,"(27, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(23, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(5, '11')"
20,"(13, '11')"
20,"(16, '11')"
20,"(23, '11')"
20,"(23, '11')"
20,"(25, '11')"
20,"(16, '11')"
20,"(13, '11')"
20,"(13, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(23, '11')"
20,"(23, '11')"
20,"(12, '11')"
20,"(18, '11')"
20,"(16, '11')"
20,"(5, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(19, '11')"
20,"(19, '11')"
20,"(25, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(32, '11')"
20,"(32, '11')"
20,"(5, '11')"
20,"(18, '11')"
20,"(27, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(8, '11')"
20,"(16, '11')"
20,"(12, '11')"
20,"(23, '11')"
20,"(23, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(13, '11')"
20,"(32, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(16, '11')"
20,"(18, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(23, '11')"
20,"(10, '11')"
20,"(12, '11')"
20,"(16, '11')"
20,"(12, '11')"
20,"(10, '11')"
20,"(27, '11')"
20,"(16, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(12, '11')"
20,"(16, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(23, '11')"
20,"(12, '11')"
20,"(10, '11')"
20,"(12, '11')"
20,"(23, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(5, '11')"
20,"(10, '11')"
20,"(10, '11')"
20,"(35, '11')"
20,"(35, '11')"
20,"(10, '11')"
20,"(16, '11')"
20,"(25, '11')"
20,"(12, '11')"
20,"(18, '11')"
20,"(23, '11')"
20,"(16, '11')"
20,"(10, '11')"
20,"(19, '11')"
20,"(19, '11')"
20,"(19, '11')"
20,"(10, '11')"
20,"(23, '11')"
20,"(10, '11')"
20,"(16, '11')"
20,"(23, '11')"
20,"(12, '11')"
20,"(10, '11')"
20,"(13, '11')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(23, '12')"
20,"(12, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(16, '12')"
20,"(27, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(19, '12')"
20,"(10, '12')"
20,"(23, '12')"
20,"(10, '12')"
20,"(18, '12')"
20,"(23, '12')"
20,"(19, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(19, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(23, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(18, '12')"
20,"(18, '12')"
20,"(10, '12')"
20,"(19, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(18, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(16, '12')"
20,"(12, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(18, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(32, '12')"
20,"(16, '12')"
20,"(5, '12')"
20,"(5, '12')"
20,"(23, '12')"
20,"(16, '12')"
20,"(12, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(27, '12')"
20,"(10, '12')"
20,"(19, '12')"
20,"(10, '12')"
20,"(19, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(18, '12')"
20,"(18, '12')"
20,"(18, '12')"
20,"(10, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(23, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(27, '12')"
20,"(10, '12')"
20,"(12, '12')"
20,"(30, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(12, '12')"
20,"(12, '12')"
20,"(18, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(25, '12')"
20,"(23, '12')"
20,"(10, '12')"
20,"(10, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(16, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(16, '12')"
20,"(10, '12')"
20,"(23, '12')"
20,"(23, '12')"
20,"(37, '12')"
20,"(18, '12')"
20,"(18, '12')"
20,"(12, '12')"
20,"(16, '12')"
20,"(23, '12')"
20,"(10, '12')"
20,"(27, '12')"
20,"(27, '12')"
20,"(5, '12')"
20,"(27, '12')"
20,"(10, '12')"
20,"(26, '12')"
20,"(16, '12')"
20,"(16, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(18, '13')"
20,"(16, '13')"
20,"(5, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(18, '13')"
20,"(18, '13')"
20,"(18, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(23, '13')"
20,"(23, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(36, '13')"
20,"(16, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(23, '13')"
20,"(23, '13')"
20,"(23, '13')"
20,"(16, '13')"
20,"(23, '13')"
20,"(16, '13')"
20,"(27, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(5, '13')"
20,"(10, '13')"
20,"(26, '13')"
20,"(23, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(10, '13')"
20,"(18, '13')"
20,"(23, '13')"
20,"(10, '13')"
20,"(18, '13')"
20,"(25, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(23, '13')"
20,"(25, '13')"
20,"(23, '13')"
20,"(23, '13')"
20,"(16, '13')"
20,"(12, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(18, '13')"
20,"(16, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(5, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(10, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(10, '13')"
20,"(13, '13')"
20,"(16, '13')"
20,"(18, '13')"
20,"(29, '13')"
20,"(18, '13')"
20,"(12, '13')"
20,"(12, '13')"
20,"(18, '13')"
20,"(10, '13')"
20,"(16, '13')"
20,"(23, '13')"
20,"(16, '13')"
20,"(5, '13')"
20,"(23, '13')"
20,"(23, '13')"
20,"(32, '13')"
20,"(32, '13')"
20,"(27, '13')"
20,"(12, '13')"
20,"(10, '13')"
20,"(29, '13')"
20,"(16, '13')"
20,"(27, '13')"
20,"(16, '13')"
20,"(23, '13')"
20,"(16, '13')"
20,"(26, '13')"
20,"(5, '13')"
20,"(23, '13')"
20,"(23, '13')"
20,"(5, '13')"
20,"(12, '13')"
20,"(12, '13')"
20,"(16, '13')"
20,"(16, '13')"
20,"(16, '14')"
20,"(12, '14')"
20,"(12, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(27, '14')"
20,"(16, '14')"
20,"(23, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(12, '14')"
20,"(23, '14')"
20,"(16, '14')"
20,"(35, '14')"
20,"(12, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(27, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(23, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(23, '14')"
20,"(32, '14')"
20,"(32, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(5, '14')"
20,"(5, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(32, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(27, '14')"
20,"(19, '14')"
20,"(19, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(18, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(27, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(23, '14')"
20,"(27, '14')"
20,"(16, '14')"
20,"(12, '14')"
20,"(12, '14')"
20,"(27, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(23, '14')"
20,"(16, '14')"
20,"(27, '14')"
20,"(23, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(12, '14')"
20,"(12, '14')"
20,"(10, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(18, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(32, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(27, '14')"
20,"(10, '14')"
20,"(25, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(7, '14')"
20,"(12, '14')"
20,"(12, '14')"
20,"(12, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(12, '14')"
20,"(10, '14')"
20,"(23, '14')"
20,"(5, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(19, '14')"
20,"(19, '14')"
20,"(25, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(12, '14')"
20,"(27, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(18, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(13, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(18, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(19, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(18, '14')"
20,"(16, '14')"
20,"(23, '14')"
20,"(16, '14')"
20,"(18, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(13, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(10, '14')"
20,"(10, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(23, '14')"
20,"(16, '14')"
20,"(23, '14')"
20,"(10, '14')"
20,"(16, '14')"
20,"(16, '14')"
20,"(13, '14')"
20,"(10, '15')"
20,"(23, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(19, '15')"
20,"(16, '15')"
20,"(18, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(12, '15')"
20,"(12, '15')"
20,"(12, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(18, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(12, '15')"
20,"(5, '15')"
20,"(12, '15')"
20,"(16, '15')"
20,"(18, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(12, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(5, '15')"
20,"(16, '15')"
20,"(5, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(23, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(5, '15')"
20,"(32, '15')"
20,"(12, '15')"
20,"(12, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(23, '15')"
20,"(5, '15')"
20,"(23, '15')"
20,"(23, '15')"
20,"(23, '15')"
20,"(16, '15')"
20,"(5, '15')"
20,"(23, '15')"
20,"(13, '15')"
20,"(18, '15')"
20,"(16, '15')"
20,"(25, '15')"
20,"(10, '15')"
20,"(27, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(5, '15')"
20,"(10, '15')"
20,"(29, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(8, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(27, '15')"
20,"(27, '15')"
20,"(7, '15')"
20,"(23, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(23, '15')"
20,"(23, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(23, '15')"
20,"(16, '15')"
20,"(12, '15')"
20,"(25, '15')"
20,"(25, '15')"
20,"(12, '15')"
20,"(34, '15')"
20,"(13, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(23, '15')"
20,"(16, '15')"
20,"(10, '15')"
20,"(10, '15')"
20,"(16, '15')"
20,"(18, '15')"
20,"(16, '15')"
20,"(16, '15')"
20,"(12, '15')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(18, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(23, '16')"
20,"(23, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(7, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(18, '16')"
20,"(18, '16')"
20,"(18, '16')"
20,"(16, '16')"
20,"(12, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(13, '16')"
20,"(25, '16')"
20,"(26, '16')"
20,"(18, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(25, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(19, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(12, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(12, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(5, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(12, '16')"
20,"(18, '16')"
20,"(25, '16')"
20,"(25, '16')"
20,"(23, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(12, '16')"
20,"(10, '16')"
20,"(12, '16')"
20,"(26, '16')"
20,"(19, '16')"
20,"(5, '16')"
20,"(5, '16')"
20,"(16, '16')"
20,"(12, '16')"
20,"(12, '16')"
20,"(12, '16')"
20,"(12, '16')"
20,"(12, '16')"
20,"(10, '16')"
20,"(23, '16')"
20,"(10, '16')"
20,"(29, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(23, '16')"
20,"(23, '16')"
20,"(12, '16')"
20,"(29, '16')"
20,"(23, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(12, '16')"
20,"(23, '16')"
20,"(12, '16')"
20,"(18, '16')"
20,"(10, '16')"
20,"(18, '16')"
20,"(12, '16')"
20,"(12, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(18, '16')"
20,"(10, '16')"
20,"(12, '16')"
20,"(10, '16')"
20,"(27, '16')"
20,"(27, '16')"
20,"(10, '16')"
20,"(26, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(23, '16')"
20,"(16, '16')"
20,"(18, '16')"
20,"(10, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(16, '16')"
20,"(23, '16')"
20,"(27, '16')"
20,"(23, '16')"
20,"(16, '16')"
20,"(5, '16')"
20,"(16, '16')"
20,"(23, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(10, '16')"
20,"(16, '16')"
20,"(16, '16')"
